track_id,parent_genre_id,parent_genre_title
6390,2,International
6393,2,International
6394,2,International
6396,2,International
6406,17,Folk
6407,17,Folk
6439,21,Hip-Hop
6440,21,Hip-Hop
6442,21,Hip-Hop
6443,21,Hip-Hop
6448,21,Hip-Hop
6459,2,International
6461,17,Folk
6463,17,Folk
6467,17,Folk
6469,2,International
6517,12,Rock
6519,12,Rock
6603,21,Hip-Hop
6605,21,Hip-Hop
6606,21,Hip-Hop
6607,21,Hip-Hop
6608,21,Hip-Hop
6609,21,Hip-Hop
6610,21,Hip-Hop
6611,21,Hip-Hop
6674,38,Experimental
6675,38,Experimental
6677,38,Experimental
6679,38,Experimental
6680,38,Experimental
6684,38,Experimental
6762,17,Folk
6776,12,Rock
6778,12,Rock
6779,17,Folk
6782,17,Folk
6783,17,Folk
6788,12,Rock
6802,2,International
6803,2,International
6854,17,Folk
6855,17,Folk
6856,17,Folk
6857,17,Folk
7011,15,Electronic
7373,38,Experimental
7374,38,Experimental
7375,38,Experimental
7376,38,Experimental
7377,38,Experimental
7378,38,Experimental
7379,38,Experimental
7381,38,Experimental
7383,38,Experimental
7385,38,Experimental
7386,38,Experimental
7388,38,Experimental
7391,38,Experimental
7393,38,Experimental
7481,21,Hip-Hop
7482,21,Hip-Hop
7483,21,Hip-Hop
7487,21,Hip-Hop
7488,21,Hip-Hop
7489,21,Hip-Hop
7490,21,Hip-Hop
7491,21,Hip-Hop
7492,21,Hip-Hop
7495,12,Rock
7526,10,Pop
7527,10,Pop
7528,10,Pop
7529,10,Pop
7548,38,Experimental
7554,38,Experimental
7709,17,Folk
7710,17,Folk
7711,17,Folk
7712,17,Folk
7713,17,Folk
7872,12,Rock
8056,12,Rock
8208,12,Rock
8256,17,Folk
8259,17,Folk
8261,17,Folk
8345,38,Experimental
8357,38,Experimental
8363,38,Experimental
8372,38,Experimental
8416,38,Experimental
9152,38,Experimental
9155,38,Experimental
9307,38,Experimental
9476,38,Experimental
9477,38,Experimental
9491,12,Rock
9505,38,Experimental
9511,12,Rock
9512,2,International
9513,12,Rock
9550,12,Rock
9553,12,Rock
9555,12,Rock
9557,12,Rock
9559,12,Rock
9560,12,Rock
9678,38,Experimental
9721,38,Experimental
9846,38,Experimental
9887,17,Folk
9888,17,Folk
9918,38,Experimental
9962,12,Rock
10186,2,International
10192,21,Hip-Hop
10250,1235,Instrumental
10374,38,Experimental
10375,38,Experimental
10376,38,Experimental
10377,38,Experimental
10381,17,Folk
10382,17,Folk
10383,17,Folk
10384,17,Folk
10385,17,Folk
10386,17,Folk
10387,17,Folk
10388,17,Folk
10389,17,Folk
10435,38,Experimental
10438,17,Folk
10439,17,Folk
10440,17,Folk
10441,17,Folk
10442,17,Folk
10443,17,Folk
10444,17,Folk
10447,17,Folk
10458,17,Folk
10480,17,Folk
10481,17,Folk
10485,17,Folk
10521,38,Experimental
10527,38,Experimental
10535,38,Experimental
10541,38,Experimental
10575,17,Folk
10577,17,Folk
10668,12,Rock
10669,12,Rock
10670,12,Rock
10671,12,Rock
10672,12,Rock
10673,12,Rock
10674,12,Rock
10675,12,Rock
10676,12,Rock
10677,12,Rock
10678,17,Folk
10679,17,Folk
10682,17,Folk
10684,17,Folk
10693,21,Hip-Hop
10694,21,Hip-Hop
10695,21,Hip-Hop
10696,21,Hip-Hop
10697,21,Hip-Hop
10698,21,Hip-Hop
10699,21,Hip-Hop
10805,10,Pop
10806,10,Pop
10807,10,Pop
10808,10,Pop
10809,10,Pop
10810,10,Pop
10983,38,Experimental
10992,17,Folk
10993,17,Folk
11019,38,Experimental
11020,38,Experimental
11059,17,Folk
11198,10,Pop
11199,10,Pop
11200,10,Pop
11204,21,Hip-Hop
11206,15,Electronic
11234,38,Experimental
11237,38,Experimental
11239,38,Experimental
11242,38,Experimental
11261,10,Pop
11262,15,Electronic
11264,12,Rock
11268,12,Rock
11298,21,Hip-Hop
11299,21,Hip-Hop
11306,12,Rock
11333,38,Experimental
11334,38,Experimental
11503,17,Folk
11504,17,Folk
11505,17,Folk
11508,17,Folk
11544,38,Experimental
11638,1235,Instrumental
11671,2,International
11672,2,International
11673,2,International
11674,2,International
11675,2,International
11677,2,International
11679,2,International
11681,2,International
11682,2,International
11683,2,International
11763,21,Hip-Hop
11764,21,Hip-Hop
11765,21,Hip-Hop
11766,21,Hip-Hop
11767,21,Hip-Hop
11768,21,Hip-Hop
11769,21,Hip-Hop
11770,21,Hip-Hop
11771,21,Hip-Hop
11772,21,Hip-Hop
11773,21,Hip-Hop
11774,21,Hip-Hop
11775,21,Hip-Hop
11776,21,Hip-Hop
11777,21,Hip-Hop
11778,21,Hip-Hop
11779,21,Hip-Hop
11780,21,Hip-Hop
11781,21,Hip-Hop
11782,21,Hip-Hop
11783,21,Hip-Hop
11784,21,Hip-Hop
11785,21,Hip-Hop
11786,21,Hip-Hop
11787,21,Hip-Hop
11788,21,Hip-Hop
11789,21,Hip-Hop
11790,21,Hip-Hop
11791,21,Hip-Hop
11792,21,Hip-Hop
11793,21,Hip-Hop
11794,21,Hip-Hop
11795,21,Hip-Hop
11803,21,Hip-Hop
11818,21,Hip-Hop
11839,21,Hip-Hop
11861,21,Hip-Hop
11862,21,Hip-Hop
11867,21,Hip-Hop
11868,21,Hip-Hop
11916,21,Hip-Hop
11917,21,Hip-Hop
11918,21,Hip-Hop
11919,21,Hip-Hop
11920,21,Hip-Hop
11921,21,Hip-Hop
11922,21,Hip-Hop
11933,12,Rock
11937,10,Pop
11942,15,Electronic
11946,38,Experimental
11947,38,Experimental
11951,38,Experimental
12045,17,Folk
12046,17,Folk
12047,17,Folk
12048,17,Folk
12049,17,Folk
12050,17,Folk
12051,17,Folk
12052,17,Folk
12053,17,Folk
12058,17,Folk
12059,17,Folk
12060,17,Folk
12061,17,Folk
12062,17,Folk
12064,17,Folk
12065,17,Folk
12066,17,Folk
12067,17,Folk
12109,2,International
12146,10,Pop
12147,10,Pop
12173,21,Hip-Hop
12174,21,Hip-Hop
12179,10,Pop
12188,10,Pop
12189,15,Electronic
12346,38,Experimental
12348,17,Folk
12349,17,Folk
12350,17,Folk
12351,17,Folk
12352,17,Folk
12353,17,Folk
12355,17,Folk
12376,10,Pop
12387,10,Pop
12390,10,Pop
12394,21,Hip-Hop
12481,17,Folk
12482,17,Folk
12484,17,Folk
12485,17,Folk
12486,17,Folk
12487,17,Folk
12488,17,Folk
12489,17,Folk
12490,17,Folk
12508,17,Folk
12513,17,Folk
12514,17,Folk
12518,10,Pop
12521,12,Rock
12526,21,Hip-Hop
12527,10,Pop
12530,10,Pop
12531,21,Hip-Hop
12532,10,Pop
12537,10,Pop
12551,10,Pop
12552,10,Pop
12654,10,Pop
12690,2,International
12691,2,International
12692,2,International
12737,38,Experimental
12985,17,Folk
12986,17,Folk
13191,10,Pop
13197,10,Pop
13199,21,Hip-Hop
13201,21,Hip-Hop
13218,10,Pop
13220,10,Pop
13325,12,Rock
13328,10,Pop
13362,10,Pop
13378,10,Pop
13474,15,Electronic
13537,2,International
13538,2,International
13539,2,International
13540,2,International
13556,12,Rock
13561,21,Hip-Hop
13562,15,Electronic
13566,21,Hip-Hop
13571,15,Electronic
13578,38,Experimental
13591,21,Hip-Hop
13596,12,Rock
13666,12,Rock
13668,15,Electronic
13670,21,Hip-Hop
13706,15,Electronic
13707,15,Electronic
13708,15,Electronic
13709,15,Electronic
13710,15,Electronic
13711,15,Electronic
13735,21,Hip-Hop
13747,21,Hip-Hop
13748,21,Hip-Hop
13749,21,Hip-Hop
13767,21,Hip-Hop
13768,21,Hip-Hop
13804,21,Hip-Hop
13927,17,Folk
13928,17,Folk
13929,17,Folk
13930,17,Folk
14063,15,Electronic
14208,15,Electronic
14315,2,International
14316,2,International
14317,2,International
14318,2,International
14319,2,International
14320,2,International
14344,15,Electronic
14358,21,Hip-Hop
14363,21,Hip-Hop
14365,21,Hip-Hop
14386,21,Hip-Hop
14391,21,Hip-Hop
14538,21,Hip-Hop
14539,21,Hip-Hop
14541,21,Hip-Hop
14542,21,Hip-Hop
14568,1235,Instrumental
14569,1235,Instrumental
14570,1235,Instrumental
14571,1235,Instrumental
14572,1235,Instrumental
14576,1235,Instrumental
14577,1235,Instrumental
14578,1235,Instrumental
14579,1235,Instrumental
14580,1235,Instrumental
14581,1235,Instrumental
14583,1235,Instrumental
14584,1235,Instrumental
14585,1235,Instrumental
14586,1235,Instrumental
14588,1235,Instrumental
14589,1235,Instrumental
14590,1235,Instrumental
14601,2,International
14602,2,International
14603,2,International
14604,2,International
14653,12,Rock
14661,17,Folk
14663,10,Pop
14684,17,Folk
14690,38,Experimental
14693,17,Folk
14733,12,Rock
14734,12,Rock
14735,12,Rock
14736,12,Rock
14737,12,Rock
14738,12,Rock
14739,12,Rock
14740,12,Rock
14741,12,Rock
14742,12,Rock
14743,12,Rock
14744,12,Rock
14745,12,Rock
14809,17,Folk
14869,15,Electronic
15094,38,Experimental
15210,21,Hip-Hop
15464,38,Experimental
15469,38,Experimental
15471,38,Experimental
15475,38,Experimental
15476,38,Experimental
15487,2,International
15488,2,International
15540,38,Experimental
15541,38,Experimental
15542,38,Experimental
15543,38,Experimental
15625,38,Experimental
15769,15,Electronic
15770,15,Electronic
15771,15,Electronic
15772,15,Electronic
15773,15,Electronic
15880,2,International
16095,10,Pop
16155,10,Pop
16158,10,Pop
16162,21,Hip-Hop
16163,10,Pop
16334,2,International
16337,10,Pop
16338,10,Pop
16339,10,Pop
16340,10,Pop
16354,12,Rock
16743,2,International
16744,2,International
16745,2,International
16747,2,International
16819,12,Rock
16820,12,Rock
16821,12,Rock
16822,12,Rock
16878,21,Hip-Hop
16879,21,Hip-Hop
16880,21,Hip-Hop
16895,10,Pop
16994,12,Rock
16995,12,Rock
16997,12,Rock
17132,17,Folk
17344,10,Pop
17345,10,Pop
17462,12,Rock
17491,21,Hip-Hop
17496,21,Hip-Hop
17499,21,Hip-Hop
17500,21,Hip-Hop
17573,38,Experimental
17588,15,Electronic
17605,2,International
17606,2,International
17607,2,International
17608,2,International
17609,2,International
17610,2,International
17611,2,International
17631,2,International
17632,2,International
17633,2,International
17634,2,International
17635,2,International
17636,2,International
17637,2,International
17644,38,Experimental
17735,12,Rock
17782,21,Hip-Hop
17884,15,Electronic
17906,10,Pop
18031,2,International
18032,2,International
18033,2,International
18034,2,International
18037,2,International
18038,2,International
18039,2,International
18043,2,International
18044,2,International
18112,38,Experimental
18124,38,Experimental
18144,10,Pop
18145,10,Pop
18146,10,Pop
18159,17,Folk
18197,12,Rock
18350,17,Folk
18607,12,Rock
18611,12,Rock
18876,38,Experimental
18877,38,Experimental
18887,12,Rock
19073,10,Pop
19074,10,Pop
19179,12,Rock
19184,12,Rock
19187,12,Rock
19192,38,Experimental
19412,10,Pop
19413,10,Pop
19415,10,Pop
19416,10,Pop
19417,10,Pop
19418,10,Pop
19420,10,Pop
19422,10,Pop
19423,10,Pop
19425,10,Pop
19438,21,Hip-Hop
19439,21,Hip-Hop
19441,10,Pop
19442,10,Pop
19459,2,International
19673,2,International
19674,2,International
19685,12,Rock
19689,10,Pop
19707,17,Folk
19708,17,Folk
19729,21,Hip-Hop
19758,10,Pop
19759,10,Pop
19760,10,Pop
19889,2,International
19890,2,International
19891,2,International
20050,12,Rock
20296,38,Experimental
20361,1235,Instrumental
20362,1235,Instrumental
20364,1235,Instrumental
20365,1235,Instrumental
20366,1235,Instrumental
20369,1235,Instrumental
20372,1235,Instrumental
20373,1235,Instrumental
20374,1235,Instrumental
20375,1235,Instrumental
20376,1235,Instrumental
20424,38,Experimental
20432,2,International
20469,21,Hip-Hop
20667,15,Electronic
20704,10,Pop
20818,38,Experimental
21058,38,Experimental
21085,15,Electronic
21087,17,Folk
21167,15,Electronic
21228,21,Hip-Hop
21231,10,Pop
21232,10,Pop
21400,10,Pop
21401,10,Pop
21402,10,Pop
21403,10,Pop
21404,10,Pop
21409,10,Pop
21422,15,Electronic
21565,10,Pop
21587,10,Pop
21657,10,Pop
21672,10,Pop
21676,10,Pop
21677,10,Pop
21707,17,Folk
21774,38,Experimental
21842,15,Electronic
21859,12,Rock
21860,12,Rock
21891,15,Electronic
21895,15,Electronic
21995,10,Pop
21996,10,Pop
21997,10,Pop
21998,10,Pop
21999,10,Pop
22000,10,Pop
22001,10,Pop
22088,21,Hip-Hop
22091,21,Hip-Hop
22093,12,Rock
22094,21,Hip-Hop
22095,15,Electronic
22097,10,Pop
22150,38,Experimental
22295,21,Hip-Hop
22296,21,Hip-Hop
22315,2,International
22348,10,Pop
22472,10,Pop
22473,10,Pop
22474,10,Pop
22475,10,Pop
22476,10,Pop
22477,10,Pop
22478,10,Pop
22479,10,Pop
22480,10,Pop
22481,10,Pop
23010,15,Electronic
23013,15,Electronic
23014,17,Folk
23015,17,Folk
23016,15,Electronic
23037,12,Rock
23039,10,Pop
23041,12,Rock
23063,38,Experimental
23155,2,International
23156,2,International
23172,12,Rock
23329,38,Experimental
23353,15,Electronic
23355,15,Electronic
23371,17,Folk
23372,15,Electronic
23505,15,Electronic
23862,15,Electronic
24216,38,Experimental
24217,38,Experimental
24218,38,Experimental
24362,2,International
24363,2,International
24364,2,International
24365,2,International
24366,2,International
24367,2,International
24368,2,International
24369,2,International
24370,2,International
24371,2,International
24418,21,Hip-Hop
24420,21,Hip-Hop
24421,21,Hip-Hop
24422,21,Hip-Hop
24423,21,Hip-Hop
24424,21,Hip-Hop
24425,21,Hip-Hop
24426,21,Hip-Hop
24427,21,Hip-Hop
24428,21,Hip-Hop
24429,21,Hip-Hop
24430,21,Hip-Hop
24431,21,Hip-Hop
24432,21,Hip-Hop
24512,38,Experimental
24515,38,Experimental
24521,38,Experimental
24524,38,Experimental
24698,2,International
24699,2,International
24700,2,International
24701,2,International
24702,2,International
24717,2,International
24720,2,International
24739,2,International
24741,2,International
24742,2,International
24745,2,International
24746,2,International
24747,2,International
24748,2,International
24749,2,International
24842,2,International
24898,38,Experimental
24899,38,Experimental
24901,38,Experimental
24912,38,Experimental
24915,38,Experimental
24917,38,Experimental
24963,38,Experimental
24975,38,Experimental
24983,38,Experimental
25028,2,International
25029,2,International
25030,2,International
25031,2,International
25032,2,International
25033,2,International
25055,10,Pop
25063,38,Experimental
25066,15,Electronic
25104,10,Pop
25124,10,Pop
25215,2,International
25216,2,International
25227,2,International
25232,2,International
25233,2,International
25234,2,International
25235,2,International
25324,38,Experimental
25378,15,Electronic
25601,2,International
25603,2,International
25605,2,International
25606,2,International
25608,2,International
25609,2,International
25668,2,International
25669,2,International
25670,2,International
25795,2,International
25796,2,International
25797,2,International
25802,2,International
25804,2,International
26007,21,Hip-Hop
26008,21,Hip-Hop
26010,21,Hip-Hop
26011,21,Hip-Hop
26012,21,Hip-Hop
26013,21,Hip-Hop
26014,21,Hip-Hop
26016,21,Hip-Hop
26017,21,Hip-Hop
26020,21,Hip-Hop
26021,21,Hip-Hop
26022,21,Hip-Hop
26025,21,Hip-Hop
26026,21,Hip-Hop
26034,21,Hip-Hop
26035,21,Hip-Hop
26036,21,Hip-Hop
26169,10,Pop
26174,10,Pop
26298,10,Pop
26301,38,Experimental
26302,17,Folk
26307,38,Experimental
26322,38,Experimental
26464,17,Folk
26465,17,Folk
26466,17,Folk
26583,38,Experimental
26600,38,Experimental
26605,38,Experimental
26629,15,Electronic
26638,12,Rock
26639,12,Rock
26640,12,Rock
26641,12,Rock
26642,12,Rock
26643,12,Rock
26651,15,Electronic
26652,15,Electronic
26653,15,Electronic
26654,15,Electronic
26655,15,Electronic
26656,15,Electronic
26657,15,Electronic
26658,15,Electronic
26659,15,Electronic
26674,12,Rock
26681,12,Rock
26754,10,Pop
26765,10,Pop
26859,15,Electronic
26861,15,Electronic
26902,15,Electronic
26904,15,Electronic
26905,15,Electronic
26906,15,Electronic
27164,10,Pop
27177,15,Electronic
27194,2,International
27195,2,International
27197,2,International
27198,2,International
27258,17,Folk
27406,15,Electronic
27454,38,Experimental
27455,38,Experimental
27456,38,Experimental
27547,10,Pop
27548,10,Pop
27549,10,Pop
27550,10,Pop
27551,10,Pop
27552,10,Pop
27609,2,International
27610,2,International
27611,2,International
27612,2,International
27613,2,International
27667,15,Electronic
27673,15,Electronic
27797,10,Pop
27798,15,Electronic
27799,21,Hip-Hop
27802,10,Pop
27803,38,Experimental
27804,17,Folk
27805,10,Pop
27855,17,Folk
27856,17,Folk
27866,38,Experimental
27945,38,Experimental
27953,2,International
27975,2,International
27978,2,International
27981,2,International
27987,2,International
28070,12,Rock
28072,12,Rock
28179,15,Electronic
28241,38,Experimental
28260,12,Rock
28266,12,Rock
28274,12,Rock
28375,38,Experimental
28376,38,Experimental
28477,10,Pop
28478,10,Pop
28479,10,Pop
28480,10,Pop
28481,10,Pop
28482,10,Pop
28483,10,Pop
28484,10,Pop
28485,10,Pop
28546,15,Electronic
28548,15,Electronic
28553,15,Electronic
28571,38,Experimental
28608,10,Pop
28692,12,Rock
28802,10,Pop
29037,15,Electronic
29039,15,Electronic
29040,15,Electronic
29041,15,Electronic
29042,15,Electronic
29043,15,Electronic
29044,15,Electronic
29045,10,Pop
29128,10,Pop
29180,10,Pop
29243,10,Pop
29245,10,Pop
29255,10,Pop
29271,10,Pop
29272,38,Experimental
29350,2,International
29351,2,International
29355,2,International
29465,38,Experimental
29480,17,Folk
29526,15,Electronic
29528,15,Electronic
29530,15,Electronic
29587,21,Hip-Hop
29602,21,Hip-Hop
29673,15,Electronic
29718,21,Hip-Hop
29719,21,Hip-Hop
29720,21,Hip-Hop
29721,21,Hip-Hop
29738,38,Experimental
29739,38,Experimental
29740,38,Experimental
29741,38,Experimental
29742,38,Experimental
29744,38,Experimental
29745,38,Experimental
29746,38,Experimental
29747,38,Experimental
29750,38,Experimental
29752,38,Experimental
29807,12,Rock
29813,12,Rock
29816,15,Electronic
29961,21,Hip-Hop
29971,17,Folk
30041,21,Hip-Hop
30043,21,Hip-Hop
30050,21,Hip-Hop
30056,21,Hip-Hop
30058,21,Hip-Hop
30059,21,Hip-Hop
30090,38,Experimental
30095,38,Experimental
30120,38,Experimental
30196,1235,Instrumental
30198,38,Experimental
30230,21,Hip-Hop
30316,38,Experimental
30486,10,Pop
30487,10,Pop
30488,10,Pop
30519,15,Electronic
30520,15,Electronic
30521,15,Electronic
30522,15,Electronic
30636,38,Experimental
30682,38,Experimental
30690,38,Experimental
30702,38,Experimental
30740,38,Experimental
30895,15,Electronic
31040,15,Electronic
31041,15,Electronic
31042,15,Electronic
31043,15,Electronic
31044,15,Electronic
31165,2,International
31356,17,Folk
31389,17,Folk
31390,17,Folk
31391,17,Folk
31392,17,Folk
31568,15,Electronic
31807,17,Folk
31887,2,International
31888,2,International
31889,2,International
31999,12,Rock
32001,12,Rock
32021,12,Rock
32075,12,Rock
32081,12,Rock
32218,15,Electronic
32325,10,Pop
32326,10,Pop
32327,10,Pop
32328,10,Pop
32329,10,Pop
32330,10,Pop
32331,10,Pop
32332,10,Pop
32333,10,Pop
32334,10,Pop
32335,10,Pop
32336,10,Pop
32337,10,Pop
32338,10,Pop
32339,10,Pop
32340,10,Pop
32433,15,Electronic
32435,15,Electronic
32437,15,Electronic
32438,15,Electronic
32439,15,Electronic
32525,10,Pop
32686,21,Hip-Hop
32687,21,Hip-Hop
32689,21,Hip-Hop
32693,21,Hip-Hop
32694,21,Hip-Hop
32695,21,Hip-Hop
32755,21,Hip-Hop
32756,17,Folk
32759,10,Pop
32760,10,Pop
32800,17,Folk
32882,21,Hip-Hop
33020,12,Rock
33049,17,Folk
33050,17,Folk
33064,15,Electronic
33067,2,International
33068,2,International
33069,2,International
33070,2,International
33071,2,International
33072,2,International
33123,15,Electronic
33124,15,Electronic
33203,15,Electronic
33216,15,Electronic
33221,15,Electronic
33278,38,Experimental
33415,2,International
33422,2,International
33424,2,International
33426,2,International
33446,17,Folk
33459,12,Rock
33460,12,Rock
33461,12,Rock
33465,12,Rock
33477,38,Experimental
33486,38,Experimental
33538,12,Rock
33992,12,Rock
34003,38,Experimental
34147,17,Folk
34167,21,Hip-Hop
34257,38,Experimental
34258,38,Experimental
34263,38,Experimental
34484,17,Folk
34510,38,Experimental
34511,10,Pop
34994,38,Experimental
34996,38,Experimental
35007,38,Experimental
35008,38,Experimental
35182,10,Pop
35184,10,Pop
35198,38,Experimental
35199,38,Experimental
35204,38,Experimental
35296,15,Electronic
35299,15,Electronic
35443,17,Folk
35444,38,Experimental
35462,38,Experimental
35527,12,Rock
35534,12,Rock
35535,12,Rock
35537,12,Rock
35539,12,Rock
35541,12,Rock
35543,12,Rock
35544,10,Pop
35545,10,Pop
35549,10,Pop
35550,10,Pop
35569,15,Electronic
35571,12,Rock
35608,10,Pop
35734,17,Folk
36096,15,Electronic
36097,15,Electronic
36099,15,Electronic
36143,15,Electronic
36144,15,Electronic
36145,15,Electronic
36146,15,Electronic
36147,15,Electronic
36245,15,Electronic
36257,15,Electronic
36258,15,Electronic
36261,15,Electronic
36272,2,International
36273,2,International
36275,2,International
36277,2,International
36302,21,Hip-Hop
36304,21,Hip-Hop
36322,17,Folk
36333,17,Folk
36371,10,Pop
36380,15,Electronic
36388,10,Pop
36428,15,Electronic
36435,15,Electronic
36481,12,Rock
36526,12,Rock
36560,10,Pop
36567,38,Experimental
36614,10,Pop
36615,10,Pop
36616,10,Pop
36618,10,Pop
36643,10,Pop
36659,15,Electronic
36799,38,Experimental
36959,10,Pop
36961,10,Pop
36965,10,Pop
36966,10,Pop
36983,21,Hip-Hop
36984,21,Hip-Hop
36985,21,Hip-Hop
36986,21,Hip-Hop
36987,21,Hip-Hop
36988,21,Hip-Hop
36990,21,Hip-Hop
36992,21,Hip-Hop
36994,21,Hip-Hop
36997,21,Hip-Hop
36998,15,Electronic
36999,2,International
37041,38,Experimental
37111,1235,Instrumental
37113,1235,Instrumental
37119,1235,Instrumental
37121,38,Experimental
37131,15,Electronic
37136,10,Pop
37141,1235,Instrumental
37147,12,Rock
37324,10,Pop
37325,10,Pop
37368,10,Pop
37369,10,Pop
37416,21,Hip-Hop
37417,21,Hip-Hop
37423,21,Hip-Hop
37538,38,Experimental
37592,12,Rock
37725,12,Rock
37727,12,Rock
37730,12,Rock
37731,12,Rock
37779,38,Experimental
37781,38,Experimental
37784,38,Experimental
37859,12,Rock
37911,1235,Instrumental
37920,15,Electronic
38312,38,Experimental
38321,2,International
38323,2,International
38326,2,International
38351,2,International
38352,2,International
38353,2,International
38354,2,International
38361,17,Folk
38362,17,Folk
38363,17,Folk
38365,2,International
38399,17,Folk
38435,12,Rock
38450,38,Experimental
38522,12,Rock
38557,12,Rock
38560,2,International
38775,2,International
38776,2,International
38777,2,International
38778,2,International
38779,2,International
38780,2,International
38781,2,International
38782,2,International
38783,2,International
38784,2,International
38785,2,International
38817,2,International
38818,2,International
38819,2,International
38820,2,International
38821,2,International
